customer_name,opportunity_id,customer_id,Product,qty,price,Earliest_Year,Latest_Year,cluster_class,cluster_class_name,Web_act1_time_bckt1,Web_act1_time_bckt2,Web_act1_time_bckt3,Web_act1_time_bckt4,Web_act1_time_bckt5,Web_act2_time_bckt1,Web_act2_time_bckt2,Web_act2_time_bckt3,Web_act2_time_bckt4,Web_act2_time_bckt5,Web_act3_time_bckt1,Web_act3_time_bckt2,Web_act3_time_bckt3,Web_act3_time_bckt4,Web_act3_time_bckt5,num_support_req_time_bckt1,num_support_req_time_bckt2,num_support_req_time_bckt3,num_support_req_time_bckt4,num_support_req_time_bckt5,num_pos_chat_time_bckt1,num_pos_chat_time_bckt2,num_pos_chat_time_bckt3,num_pos_chat_time_bckt4,num_pos_chat_time_bckt5,num_neg_chat_time_bckt1,num_neg_chat_time_bckt2,num_neg_chat_time_bckt3,num_neg_chat_time_bckt4,num_neg_chat_time_bckt5,num_pos_email_time_bckt1,num_pos_email_time_bckt2,num_pos_email_time_bckt3,num_pos_email_time_bckt4,num_pos_email_time_bckt5,num_neg_email_time_bckt1,num_neg_email_time_bckt2,num_neg_email_time_bckt3,num_neg_email_time_bckt4,num_neg_email_time_bckt5,num_pos_tweets_time_bckt1,num_pos_tweets_time_bckt2,num_pos_tweets_time_bckt3,num_pos_tweets_time_bckt4,num_pos_tweets_time_bckt5,num_neg_tweets_time_bckt1,num_neg_tweets_time_bckt2,num_neg_tweets_time_bckt3,num_neg_tweets_time_bckt4,num_neg_tweets_time_bckt5,Revenue,num_days_ss1,num_days_ss2,num_days_ss3,num_days_ss4,num_days_ss5,num_days_ss6,current_ss,days_in_curr_ss,opentasks_time_bckt1,opentasks_time_bckt2,opentasks_time_bckt3,opentasks_time_bckt4,opentasks_time_bckt5,num_closed_tsk_time_bckt1,num_closed_tsk_time_bckt2,num_closed_tsk_time_bckt3,num_closed_tsk_time_bckt4,num_closed_tsk_time_bckt5,num_sp_pos_com_time_bckt1,num_sp_pos_com_time_bckt2,num_sp_pos_com_time_bckt3,num_sp_pos_com_time_bckt4,num_sp_pos_com_time_bckt5,num_sp_neg_com_time_bckt1,num_sp_neg_com_time_bckt2,num_sp_neg_com_time_bckt3,num_sp_neg_com_time_bckt4,num_sp_neg_com_time_bckt5,opportunity_value,OverAll_Sum_of_shipped_qty,OverAll_Sum_of_tot_net_amt,Number_of_periods_sold,Total_Periods_of_activity,% of time product sold,pred_run_date,distance_to_centroid,qfi_overall,qfi-web_intra,qfi-hd-intra,qfi-crm-intra,qfi-sh-intra,qfi-sm-intra,qfi-web-inter,qfi-hd-inter,qfi-crm-inter,qfi-sh-inter,qfi-sm-inter
CANYON GROUP LLC,10195,195,labfax,10,495,201108,201112,0,MOST LIKELY,82,70,70,61,206,95,132,83,103,249,25,46,39,48,19,0,1,1,2,2,1,0,5,0,4,3,1,0,1,1,2,2,3,1,2,0,2,2,1,2,1,2,3,0,1,0,3,1,3,2,4950,10,14,19,28,0,0,4,28,2,2,1,0,4,0,0,1,2,3,1,1,2,3,1,0,3,1,2,4,4950,64,31680,4,4,1,,,,,,,,,,,,,
CARDINAL LABORATORIES INC,10196,196,Voyalight,16,150,200601,201406,3,SOMEWHAT UNLIKELY,101,87,87,76,256,106,149,93,118,278,49,73,51,38,15,3,5,1,0,2,2,1,1,1,0,1,2,1,0,2,2,2,0,1,1,3,2,3,1,0,5,1,0,2,4,4,0,2,1,0,2400,11,29,21,18,0,0,4,18,0,0,3,1,5,1,1,1,0,1,3,2,3,2,2,1,3,3,3,1,2400,20,3000,44,101,0.44,,,,,,,,,,,,,
CARROLL COMPANY,10197,197,Voyalight,13,150,201112,201112,0,MOST LIKELY,60,51,51,45,150,78,109,68,63,227,30,20,16,73,22,2,3,2,1,2,2,2,0,4,2,0,3,0,5,4,1,2,2,1,3,2,1,0,1,0,4,1,1,0,3,0,1,0,2,1,1950,15,17,17,0,0,0,3,17,2,2,0,2,0,1,1,0,2,3,3,0,1,0,0,2,2,0,1,3,1950,69,10350,1,0,1,,,,,,,,,,,,,
"CASCADE DESIGNS, INC.",10198,198,openfix,14,295,200612,201505,0,MOST LIKELY,59,51,51,44,149,69,97,61,88,169,38,85,10,40,17,2,1,3,1,1,5,1,2,1,1,0,2,0,0,1,2,0,1,3,1,5,2,2,1,3,3,2,4,0,3,4,5,0,2,1,4130,18,16,0,0,0,0,2,16,2,1,1,0,1,2,3,0,0,2,1,0,0,2,3,1,2,0,0,1,4130,95,28025,71,101,0.7,,,,,,,,,,,,,
CASCADE WATER SERVICES INC.,10199,199,solbam,7,85,200601,201305,0,MOST LIKELY,67,57,57,50,171,85,119,75,78,240,26,44,32,92,11,1,0,0,0,0,0,1,1,0,2,1,0,1,1,1,1,2,2,0,0,2,2,0,0,1,3,1,2,0,1,1,2,4,2,2,595,12,19,30,20,16,29,6,29,3,0,0,0,3,1,3,1,3,3,3,2,3,1,1,1,2,3,3,5,595,97,8245,61,88,0.69,,,,,,,,,,,,,
"CATALYTIC GENERATORS, LLC",10200,200,apstring,12,90,200908,201112,3,SOMEWHAT UNLIKELY,112,96,96,84,284,112,157,98,98,322,49,10,30,68,25,1,0,0,2,2,1,1,0,3,0,0,4,5,1,2,1,5,0,3,2,3,1,1,4,1,0,0,1,0,1,2,0,1,2,4,1080,10,13,16,18,21,0,5,21,1,3,0,2,2,0,3,0,2,0,0,2,2,1,0,1,3,1,2,5,1080,42,3780,18,28,0.64,,,,,,,,,,,,,
"CDG ENVIRONMENTAL, LLC",10201,201,Statip,7,100,200705,201404,3,SOMEWHAT UNLIKELY,107,92,92,81,272,118,166,104,101,339,19,26,45,79,41,0,0,0,1,1,3,0,4,2,0,5,3,3,0,1,1,0,1,1,1,1,0,0,1,2,5,3,0,0,0,0,3,3,1,1,700,12,24,30,13,29,24,6,24,1,2,3,3,1,2,2,1,1,3,3,0,2,3,5,2,1,3,2,1,700,69,6900,56,83,0.67,,,,,,,,,,,,,
CELESTE INDUSTRIES CORPORATION,10202,202,labfax,9,495,201105,201507,3,SOMEWHAT UNLIKELY,116,100,100,87,295,116,163,102,116,317,9,27,45,39,29,2,0,1,1,3,0,2,2,0,1,1,0,1,0,2,2,2,2,5,0,1,1,0,5,2,2,3,2,0,0,5,1,1,1,0,4455,15,16,22,0,0,0,3,22,3,3,1,0,2,1,3,0,1,0,0,0,1,2,1,2,2,1,3,0,4455,28,13860,49,50,0.98,,,,,,,,,,,,,
CENTRAL GARDEN & PET GARDEN DIVISION,10203,203,openfix,9,295,200602,201404,3,SOMEWHAT UNLIKELY,99,85,85,74,250,104,146,91,121,267,47,52,27,14,17,1,3,3,1,1,2,3,2,0,2,2,0,5,5,0,3,2,2,0,2,1,3,3,1,2,1,2,4,2,1,0,1,4,1,2,2655,27,27,15,21,0,0,4,21,2,1,0,0,4,1,2,2,1,3,1,3,3,1,1,3,0,1,3,0,2655,100,29500,66,98,0.67,,,,,,,,,,,,,
"CERTIS USA, LLC",10204,204,signtouch,17,395,201003,201304,3,SOMEWHAT UNLIKELY,117,100,100,87,295,125,174,109,114,350,35,12,31,40,8,2,5,1,1,0,0,0,4,0,3,3,0,2,1,4,0,1,1,0,0,3,0,1,0,0,0,2,1,0,1,0,5,0,2,2,6715,27,20,11,17,27,0,5,27,1,2,3,0,2,0,2,1,0,0,2,0,1,2,1,2,0,1,1,5,6715,41,16195,32,37,0.86,,,,,,,,,,,,,
"CERTOL INTERNATIONAL, LLC",10205,205,solbam,13,85,201109,201203,0,MOST LIKELY,83,71,71,62,212,100,140,87,78,293,45,10,21,41,10,5,2,3,0,4,3,3,5,1,1,1,5,1,0,1,1,1,4,2,1,2,4,0,1,3,0,2,2,0,3,0,2,2,1,4,1105,14,23,29,26,11,23,6,23,2,0,2,2,4,1,3,0,3,5,0,2,2,3,4,0,3,3,0,3,1105,87,7395,3,6,0.5,,,,,,,,,,,,,
"CESSCO, INC.",10206,206,Voyalight,14,150,201005,201507,3,SOMEWHAT UNLIKELY,103,88,88,77,259,111,155,97,99,314,17,45,20,38,30,1,0,5,2,0,1,0,4,1,3,3,0,2,3,2,1,1,0,1,1,4,1,0,1,4,2,1,4,2,2,0,2,2,3,2,2100,20,11,30,22,0,0,4,22,2,1,0,3,3,0,2,1,1,3,1,0,1,0,1,2,0,3,3,5,2100,87,13050,63,62,1.02,,,,,,,,,,,,,
"CETYLITE INDUSTRIES, INC.",10207,207,signtouch,18,395,200806,201402,0,MOST LIKELY,92,78,78,69,232,104,146,91,105,282,36,27,42,50,10,1,5,2,5,5,5,2,2,0,1,3,1,1,0,0,0,1,4,0,0,3,2,2,2,1,2,3,0,4,1,0,1,2,0,1,7110,12,16,14,21,28,0,5,28,2,3,0,0,4,3,1,3,3,0,3,1,1,2,4,0,3,3,0,4,7110,42,16590,39,68,0.57,,,,,,,,,,,,,
"CEV, S.A.",10208,208,Voyalight,19,150,200806,201105,0,MOST LIKELY,74,63,63,55,188,90,126,79,69,266,9,23,38,16,24,0,1,1,1,2,1,2,1,1,0,2,2,0,0,1,0,3,1,0,5,5,4,1,0,5,1,2,1,1,1,5,1,1,2,0,2850,24,23,21,15,26,15,6,15,2,2,1,0,3,1,3,3,3,4,0,0,0,3,1,2,3,2,0,3,2850,31,4650,19,35,0.54,,,,,,,,,,,,,
CEVA ANIMAL HEALTH LLC,10209,209,Voyalight,11,150,201107,201504,0,MOST LIKELY,71,61,61,53,180,78,110,69,100,192,15,12,20,11,39,2,3,3,3,0,1,2,1,0,0,2,2,0,2,3,0,0,4,1,2,3,2,3,1,0,1,1,0,0,3,3,2,0,1,1,1650,25,29,24,13,0,0,4,13,1,2,0,0,3,0,3,2,0,4,3,3,2,0,2,2,3,2,1,5,1650,100,15000,36,45,0.8,,,,,,,,,,,,,
CHAMPION CHEMICAL COMPANY,10210,210,Statip,18,100,200601,201402,3,SOMEWHAT UNLIKELY,117,100,100,87,295,116,163,102,100,333,29,12,23,91,19,1,0,1,0,0,2,1,1,0,0,2,0,4,0,2,0,2,2,5,3,5,0,2,2,0,4,2,4,1,1,1,0,2,1,1,1800,17,14,19,18,0,0,4,18,3,1,3,3,1,0,0,0,1,3,3,2,2,3,4,3,0,0,0,5,1800,82,8200,95,97,0.98,,,,,,,,,,,,,
CHAMPION FARMOQUIMICO LTDA.,10211,211,Voyalight,18,150,200606,201107,0,MOST LIKELY,68,58,58,51,173,75,105,66,74,207,46,42,22,37,20,2,3,3,4,1,1,5,0,0,0,2,2,0,2,1,5,3,0,1,1,0,0,1,3,0,1,4,0,1,1,5,4,1,3,5,2700,22,19,20,21,0,0,4,21,0,0,2,0,0,1,1,2,1,2,3,1,1,2,4,0,2,0,2,2,2700,67,10050,29,61,0.48,,,,,,,,,,,,,
"CHAMPION TECHNOLOGIES, INC.",10212,212,signtouch,17,395,200908,201504,0,MOST LIKELY,72,61,61,54,182,83,117,73,71,240,10,35,10,22,26,3,1,0,1,2,3,0,2,0,1,0,2,1,3,1,2,0,3,1,2,0,2,1,5,3,2,1,0,0,0,1,2,4,1,3,6715,22,24,0,0,0,0,2,24,0,2,3,1,0,1,2,0,1,4,1,2,0,0,4,1,3,1,3,0,6715,55,21725,22,68,0.32,,,,,,,,,,,,,
CHASE PRODUCTS CO.,10213,213,Statip,11,100,201108,201204,3,SOMEWHAT UNLIKELY,111,95,95,84,283,117,164,102,102,334,14,25,31,16,13,2,2,3,0,2,0,4,0,1,0,0,0,0,3,1,0,1,5,0,5,1,0,0,1,0,1,0,2,1,2,1,3,0,1,0,1100,24,13,19,30,17,10,6,10,1,1,1,0,2,2,1,3,2,5,1,1,2,2,5,2,3,3,1,1,1100,82,8200,3,8,0.38,,,,,,,,,,,,,
"CHEM LAB PRODUCTS, INC.*",10214,214,Statip,11,100,200602,201507,3,SOMEWHAT UNLIKELY,120,103,103,90,306,120,167,105,127,318,23,36,39,32,16,1,1,2,0,5,0,2,1,2,5,1,0,0,0,1,4,1,1,2,5,1,0,0,1,3,3,0,4,2,2,0,3,1,1,5,1100,13,21,12,16,0,0,4,16,3,0,2,2,5,0,0,3,0,5,0,1,3,1,0,3,3,3,2,1,1100,45,4500,113,113,1,,,,,,,,,,,,,
CHEM ONE LTD.,10215,215,signtouch,15,395,200812,201106,0,MOST LIKELY,53,46,46,40,134,65,92,57,50,194,12,50,11,28,20,5,4,2,2,0,2,2,1,0,1,1,0,0,3,4,2,2,1,2,4,2,0,2,0,1,1,0,2,1,1,1,5,2,1,2,5925,14,25,0,0,0,0,2,25,1,2,3,2,3,0,2,1,1,1,2,2,1,0,3,0,2,3,3,1,5925,48,18960,13,30,0.43,,,,,,,,,,,,,
CHEM WEST,10216,216,apstring,14,90,200707,201507,0,MOST LIKELY,90,77,77,68,230,97,136,85,107,257,14,51,18,30,37,0,1,0,1,2,1,0,0,2,3,1,1,2,1,0,0,1,5,1,2,2,1,2,3,0,2,1,0,2,3,5,0,3,4,2,1260,20,13,17,15,0,0,4,15,1,0,3,1,3,3,3,0,3,4,0,3,3,1,0,2,2,1,2,4,1260,64,5760,90,96,0.94,,,,,,,,,,,,,
"CHEM-AQUA, INC.",10217,217,signtouch,18,395,200910,201406,0,MOST LIKELY,93,80,80,70,236,99,139,87,117,251,46,10,10,51,16,5,5,2,2,0,1,3,2,5,3,0,0,5,0,2,1,3,1,3,2,2,1,2,3,4,0,5,2,0,1,0,2,3,0,5,7110,27,25,22,0,0,0,3,22,2,0,1,3,1,0,1,3,2,5,0,1,0,2,3,0,3,0,0,4,7110,64,25280,36,56,0.64,,,,,,,,,,,,,
"CHEM-TEX LABORATORIES, INC.",10218,218,labfax,7,495,201004,201308,0,MOST LIKELY,92,79,79,69,235,98,138,86,114,252,13,31,49,73,21,4,2,1,2,2,2,0,2,1,0,1,1,5,1,1,0,1,1,0,1,2,2,1,5,3,2,1,5,1,2,1,1,1,1,0,3465,15,26,16,17,24,17,6,17,0,2,2,0,1,3,3,1,1,2,3,1,1,3,5,2,0,3,1,3,3465,60,29700,22,40,0.55,,,,,,,,,,,,,
"CHEMBLEND INTERNATIONAL, LLC",10219,219,zonair,17,125,200601,201102,0,MOST LIKELY,89,76,76,67,225,92,128,80,115,226,9,17,26,39,35,1,0,1,5,1,3,1,3,2,1,1,1,1,2,0,1,2,4,1,1,1,1,0,1,4,1,4,0,4,3,2,0,0,0,3,2125,29,19,23,29,15,26,6,26,0,0,3,2,1,3,1,2,3,0,1,2,0,2,5,2,1,2,0,3,2125,34,4250,46,61,0.75,,,,,,,,,,,,,
CHEMCO CORPORATION,10220,220,Voyalight,12,150,200612,201103,3,SOMEWHAT UNLIKELY,114,97,97,85,289,116,162,102,130,302,43,82,50,44,18,3,3,1,1,1,4,0,2,3,2,2,0,1,1,1,1,1,2,1,2,0,5,1,1,3,1,1,2,1,1,0,1,3,5,5,1800,24,23,17,25,0,0,4,25,2,2,3,0,5,3,2,2,3,5,3,0,0,0,2,2,1,1,1,5,1800,33,4950,41,51,0.8,,,,,,,,,,,,,
CHEMCO PRODUCTS COMPANY,10221,221,solbam,12,85,201104,201410,3,SOMEWHAT UNLIKELY,132,113,113,99,337,132,184,115,113,377,28,47,9,20,29,5,1,3,0,1,2,2,0,0,2,1,0,0,0,3,1,2,0,2,1,0,1,1,1,0,2,5,1,0,0,1,2,5,1,5,1020,11,13,10,26,25,21,6,21,1,0,0,0,4,1,1,0,3,0,3,1,3,3,3,2,1,0,2,0,1020,99,8415,19,42,0.45,,,,,,,,,,,,,
CHEMCOR CHEMICAL CORPORATION,10222,222,apstring,6,90,201106,201106,3,SOMEWHAT UNLIKELY,131,112,112,98,332,129,181,113,130,352,39,29,38,24,10,1,2,0,0,1,1,0,1,1,4,0,1,5,3,1,0,5,1,0,0,1,0,1,1,0,1,3,1,2,3,2,0,1,1,1,540,20,15,26,20,15,0,5,15,0,2,2,2,5,1,3,0,0,5,2,3,0,1,0,3,3,0,1,4,540,86,7740,1,0,1,,,,,,,,,,,,,
CHEMICAL LIME COMPANY,10223,223,signtouch,20,395,200601,201312,0,MOST LIKELY,57,49,49,43,145,70,98,62,90,172,26,22,11,27,20,1,0,0,1,2,2,1,2,3,3,0,2,0,0,0,2,3,1,2,2,4,1,3,1,4,1,3,1,0,1,2,0,0,0,3,7900,11,27,26,16,26,0,5,26,3,1,1,2,5,3,2,0,3,3,1,3,2,0,2,3,0,0,1,4,7900,60,23700,95,95,1,,,,,,,,,,,,,
"CHEMICALS FOR INDUSTRY, INC.",10224,224,Statip,18,100,200601,201507,3,SOMEWHAT UNLIKELY,105,90,90,78,264,112,157,98,103,315,48,97,9,9,54,3,2,2,2,3,1,2,0,3,2,4,1,3,2,3,1,1,1,0,1,1,0,0,1,3,1,5,2,2,3,1,1,1,2,1,1800,22,28,0,0,0,0,2,28,1,3,1,0,2,0,2,1,0,1,0,0,3,2,2,1,3,0,3,0,1800,47,4700,48,114,0.42,,,,,,,,,,,,,
CHEMICALS INTERNATIONAL LLC,10225,225,labfax,20,495,200601,201402,3,SOMEWHAT UNLIKELY,124,106,106,93,313,129,180,113,114,366,42,42,19,40,30,1,0,2,1,3,2,0,1,1,2,3,2,3,1,2,1,1,1,2,0,2,0,0,1,2,3,4,0,1,2,5,2,0,2,3,9900,29,14,0,0,0,0,2,14,1,2,1,1,4,3,0,0,2,2,3,1,1,3,2,1,0,1,1,5,9900,59,29205,79,97,0.81,,,,,,,,,,,,,
"CHEMINOVA, INC.",10226,226,signtouch,16,395,201110,201110,3,SOMEWHAT UNLIKELY,119,102,102,89,303,128,179,112,120,355,47,10,8,52,22,1,3,1,3,1,2,0,1,4,5,2,3,1,1,1,0,1,2,1,0,0,2,1,3,0,2,3,2,1,4,1,1,1,1,0,6320,25,17,0,0,0,0,2,17,0,1,2,3,5,1,1,1,2,3,3,2,3,3,5,2,0,1,3,0,6320,42,16590,1,0,1,,,,,,,,,,,,,
"CHEMMARK OF LONG BEACH, INC.",10227,227,solbam,5,85,200707,201410,3,SOMEWHAT UNLIKELY,119,102,102,90,303,119,166,104,121,321,40,56,57,14,21,5,1,1,0,1,1,1,1,2,0,2,0,4,4,2,4,2,1,0,0,1,0,0,3,1,4,1,0,1,3,0,0,0,3,2,425,26,26,0,0,0,0,2,26,1,2,2,0,2,1,3,1,1,4,0,0,2,2,0,1,0,0,2,2,425,37,3145,57,87,0.66,,,,,,,,,,,,,
"CHEMORSE, LTD.",10228,228,mathstring,6,195,200602,201105,3,SOMEWHAT UNLIKELY,105,90,90,78,264,106,148,93,101,293,25,19,8,48,15,2,0,2,2,3,0,2,5,3,3,1,1,0,1,0,2,3,1,0,0,1,1,1,3,5,1,0,0,0,2,0,1,1,2,2,1170,14,22,0,0,0,0,2,22,0,0,2,3,0,2,0,1,1,1,1,0,1,3,4,2,1,2,0,5,1170,43,8385,40,63,0.63,,,,,,,,,,,,,
"CHEMSICO, A DIVISION OF UNITED INDUSTRIES CORPORATION",10229,229,solbam,18,85,200601,201303,0,MOST LIKELY,75,64,64,56,192,92,129,81,89,254,34,84,44,47,28,1,0,2,5,3,2,0,0,2,1,2,4,1,4,4,0,3,0,0,0,4,1,1,0,1,1,2,0,1,2,0,2,1,0,1,1530,24,21,18,30,24,0,5,24,1,0,2,3,3,1,3,2,3,5,1,2,0,1,4,2,2,1,0,1,1530,69,5865,80,86,0.93,,,,,,,,,,,,,
CHEMSTAR CORPORATION,10230,230,Statip,17,100,200812,201112,0,MOST LIKELY,71,61,61,54,181,89,124,78,83,248,22,43,36,17,13,1,1,3,2,2,1,2,2,5,1,0,1,2,1,0,1,1,2,0,1,2,0,1,1,0,0,0,1,0,3,1,1,2,0,3,1700,19,26,14,0,0,0,3,14,2,2,0,0,4,2,1,0,3,0,2,2,2,3,2,1,1,0,0,3,1700,76,7600,28,36,0.78,,,,,,,,,,,,,
"CHEMTREAT, INC.",10231,231,solbam,6,85,201007,201507,0,MOST LIKELY,86,73,73,64,218,101,142,89,87,291,22,69,29,14,15,2,2,1,1,2,0,2,1,3,0,1,2,5,0,1,1,4,3,4,2,1,1,2,2,2,1,0,0,0,1,1,1,1,4,5,510,25,29,17,25,28,0,5,28,2,3,1,3,3,1,2,1,3,5,0,1,1,1,1,1,3,0,2,1,510,68,5780,59,60,0.98,,,,,,,,,,,,,
CHEMTRON,10232,232,apstring,17,90,200601,201108,0,MOST LIKELY,71,60,60,53,179,81,114,71,92,210,34,50,29,34,41,5,1,0,1,3,0,1,1,2,1,1,4,1,4,4,1,1,0,0,5,2,2,5,4,0,1,0,3,2,4,1,3,0,0,1,1530,21,25,14,13,29,30,6,30,2,0,0,2,3,1,2,2,1,1,3,1,1,1,3,0,3,1,2,2,1530,33,2970,51,67,0.76,,,,,,,,,,,,,
CHEMTURA CORPORATION*,10233,233,openfix,11,295,200711,201507,3,SOMEWHAT UNLIKELY,126,108,108,94,319,128,179,112,109,368,24,64,23,23,43,3,5,1,1,1,0,0,0,1,3,5,2,0,1,5,1,1,0,1,1,1,5,0,2,1,5,2,2,2,2,2,5,1,2,1,3245,16,24,12,22,21,24,6,24,2,3,3,3,4,1,3,1,1,4,2,0,0,0,1,0,1,0,3,3,3245,71,20945,91,92,0.99,,,,,,,,,,,,,
"CHICOPEE, INC.",10234,234,labfax,10,495,200807,201101,3,SOMEWHAT UNLIKELY,94,81,81,71,238,102,143,89,106,273,45,18,40,22,28,0,1,0,1,4,4,3,0,1,0,3,4,0,1,1,5,0,1,0,0,3,4,1,1,2,0,0,0,1,0,0,1,2,4,1,4950,16,17,0,0,0,0,2,17,3,3,2,0,3,0,1,0,2,4,1,2,0,0,5,2,2,3,3,5,4950,44,21780,13,30,0.43,,,,,,,,,,,,,
CHRYSAL INTERNATIONAL BV,10235,235,mathstring,9,195,200601,201404,0,MOST LIKELY,83,71,71,62,210,88,123,77,98,227,15,68,26,24,9,0,2,1,2,0,1,2,0,1,4,1,3,0,0,5,1,1,1,2,0,2,5,3,4,5,0,4,3,0,1,3,2,0,3,1,1755,20,21,24,13,15,24,6,24,1,0,0,3,1,2,0,3,3,4,3,1,1,3,0,1,2,0,3,1,1755,72,14040,98,99,0.99,,,,,,,,,,,,,
CID LINES N.V.,10236,236,labfax,8,495,201006,201507,0,MOST LIKELY,52,45,45,39,132,62,86,54,88,141,14,52,33,13,14,0,1,1,2,0,1,0,2,1,1,1,2,0,1,2,1,1,2,4,3,2,1,4,0,1,2,1,1,0,0,4,2,0,3,1,3960,25,30,23,0,0,0,3,23,1,3,2,1,4,3,2,0,3,3,2,1,1,0,5,2,3,0,1,1,3960,52,25740,61,61,1,,,,,,,,,,,,,
CINDERELLA INC.,10237,237,openfix,5,295,200804,201507,3,SOMEWHAT UNLIKELY,101,86,86,75,255,107,150,94,103,295,16,28,7,32,20,0,2,0,2,2,1,1,0,1,3,1,2,4,2,1,2,1,5,1,2,1,2,1,4,2,1,1,4,4,3,2,0,1,0,0,1475,21,21,13,0,0,0,3,13,2,1,2,3,0,3,0,1,0,2,1,3,3,2,0,0,3,3,3,4,1475,53,15635,77,87,0.89,,,,,,,,,,,,,
CLAIRE MANUFACTURING COMPANY,10238,238,apstring,13,90,200601,201312,0,MOST LIKELY,53,46,46,40,135,68,95,60,78,176,35,42,55,11,30,1,1,1,0,2,1,1,0,1,3,0,3,0,2,1,1,1,1,2,1,4,1,2,1,1,4,5,1,5,1,0,0,2,1,2,1170,29,18,30,11,11,16,6,16,2,1,3,2,3,3,0,2,3,2,2,2,1,2,0,1,1,0,2,4,1170,24,2160,74,95,0.78,,,,,,,,,,,,,
CLEA CARE ESSENTIALS ,10239,239,Voyalight,5,150,200908,201105,3,SOMEWHAT UNLIKELY,106,91,91,80,270,114,159,99,113,310,42,25,22,21,27,4,2,4,0,1,0,2,2,0,1,0,1,3,1,0,0,1,0,2,5,5,0,1,0,4,1,1,2,1,3,1,2,5,3,2,750,19,14,16,21,23,0,5,23,2,3,3,3,5,3,2,2,2,3,3,0,3,0,5,1,2,0,2,0,750,41,6150,17,21,0.81,,,,,,,,,,,,,
CLEAN CONTROL CORPORATION,10240,240,solbam,17,85,201112,201502,0,MOST LIKELY,86,74,74,65,217,88,124,77,88,241,12,38,17,29,43,1,1,1,0,1,0,5,1,2,1,2,1,1,1,2,1,1,4,1,1,1,5,4,3,4,3,1,0,0,2,1,1,1,2,5,1445,24,15,25,12,26,24,6,24,1,3,0,1,0,2,0,1,3,1,2,1,0,2,3,3,3,1,1,0,1445,65,5525,15,38,0.39,,,,,,,,,,,,,
"CLEANBEYOND DISTRIBUTION, LLC",10241,241,Statip,17,100,200708,201211,3,SOMEWHAT UNLIKELY,114,98,98,85,288,119,167,105,108,337,39,29,9,32,33,0,1,5,2,0,2,1,2,4,1,2,0,0,0,0,0,4,5,0,0,1,2,5,3,4,2,1,3,1,1,2,3,2,1,5,1700,30,19,23,26,0,0,4,26,0,2,0,0,5,3,2,0,3,0,0,1,1,3,3,2,1,0,3,1,1700,28,2800,54,63,0.86,,,,,,,,,,,,,
CLEARON CORP.,10242,242,solbam,10,85,200705,201212,0,MOST LIKELY,58,50,50,43,146,72,101,63,57,214,35,46,16,49,23,2,2,4,0,3,2,3,1,3,1,1,2,1,2,2,0,3,1,3,1,3,3,1,0,3,3,0,3,2,2,3,2,4,2,2,850,23,26,21,30,26,23,6,23,1,1,3,3,2,3,0,2,0,4,0,3,1,2,3,3,2,0,0,4,850,29,2465,37,67,0.55,,,,,,,,,,,,,
CLEARY CHEMICAL CORP.*,10243,243,Statip,9,100,200802,201507,0,MOST LIKELY,55,47,47,41,140,75,105,66,76,203,44,29,29,9,22,1,1,0,2,4,1,2,1,5,0,1,0,2,1,0,2,0,1,1,0,1,0,1,1,4,1,0,1,0,3,3,0,1,1,1,900,19,30,15,28,0,0,4,28,1,3,1,0,4,2,0,2,2,4,1,1,1,1,4,0,0,2,2,1,900,64,6400,73,89,0.82,,,,,,,,,,,,,
"CLORDISYS SOLUTIONS, INC.",10244,244,solbam,9,85,201001,201507,0,MOST LIKELY,82,70,70,61,207,93,130,82,108,239,27,16,36,23,14,0,0,1,0,0,1,1,0,2,4,5,1,1,3,0,5,2,1,1,2,2,0,2,1,1,2,3,0,2,1,1,2,2,4,2,765,20,28,13,0,0,0,3,13,1,0,1,2,1,2,0,1,3,3,3,0,0,3,2,3,2,0,2,5,765,37,3145,62,66,0.94,,,,,,,,,,,,,
"CLOROX COMPANY, THE",10245,245,openfix,8,295,201103,201404,3,SOMEWHAT UNLIKELY,102,88,88,77,259,109,152,95,111,294,34,30,19,49,17,1,1,1,1,2,1,0,0,0,1,2,2,4,1,0,1,4,0,5,5,0,4,3,0,5,1,5,1,1,0,0,2,1,1,2,2360,18,18,0,0,0,0,2,18,0,0,1,3,5,1,0,3,0,5,1,2,3,0,2,3,1,0,3,0,2360,20,5900,2,37,0.05,,,,,,,,,,,,,
CNH AMERICA LLC,10246,246,solbam,18,85,200602,201311,0,MOST LIKELY,77,66,66,58,195,89,125,78,94,237,12,10,23,18,20,1,2,0,2,2,3,0,1,2,0,2,0,3,0,2,1,2,0,3,0,0,0,0,0,4,2,1,1,1,3,0,1,4,0,3,1530,25,10,24,0,0,0,3,24,1,0,2,3,5,1,3,0,2,5,0,3,0,0,2,0,2,3,1,3,1530,39,3315,48,93,0.52,,,,,,,,,,,,,
CNH AMERICA LLC,10246,246,solbam,18,85,200602,201311,3,SOMEWHAT UNLIKELY,130,112,112,98,330,140,196,123,119,402,42,30,58,16,49,1,1,3,0,4,1,3,1,5,2,1,0,5,1,0,1,3,1,1,0,2,1,1,1,2,2,2,2,3,1,1,0,2,4,3,1530,25,10,24,0,0,0,3,24,1,0,2,3,5,1,3,0,2,5,0,3,0,0,2,0,2,3,1,3,1530,39,3315,48,93,0.52,,,,,,,,,,,,,
